Review_title,Review_content
Have low expectations and you will not be disappointed,"The sequel to the 2016 doctor strange has deliverd great visuals and some horror elements that we haven't seen in a mcu film before, Raimi bulled this one perfectly.

Sam Raimi definitely put a splash of horror in this action film. Doctor Strange in the Multiverse of Madness is darker & more violent than any previous MCU movie, which could be considered a strength. However, I felt like there was not enough multiverse and maybe too much madness. Despite the entertaining visuals, the plot is fairly chaotic, and the acting & dialogue are inconsistent. This movie is an entertaining ride, but it's a little too messy to stand on its own.

One of the best things about this film is the action sequences they were not long but they were made with raimi style and all the cast were great but elizabeth olsen was the shining star of the movie.

At the end, Multiverse of Madness isn't wildly unconventional in its story choices, but the fun it has exploring the possibilities of this narrative makes it a treat."
6 stars only for doctor strange,
"Good, but not great",Doctor Strange in the Multiverse of Madness is one of Marvel's only movies to show how they can ditch the same old recipe that they've been using for quite some time now. While it's no masterpiece it shows that not all Marvel movies are not built the same Which I appreciate.
Not a Wanda Movie Like Others proclaim,"There are significant character developments for Dr. Strange, supporting cast, and the sanctum. It also introduces a new future super hero. Not only that, but also develops story for the MCU as a whole. Don't listen to other's claims. They aren't real Dr. Strange fans!! If you love Dr. Strange, you will enjoy this movie. Whether its better or equal to the first can be argued, but either way you will see strange things in this movie, which is exactly why I love Dr. Strange and his movies are top tier for me of the MCU films."
What was this about !,Just not a good feeling Not the usual clever action story yes we had action lots of it just the story line had no sauce of adventure Yes I fell asleep Yes I got bored after the thing kept on repeating itself Yes I was expecting something better.
I loved it!,"Maybe i like the Scarlet Witch way too much, but this movie was by far the best one ive seen. Very interesting the way everything was played out, i loved the explanation of the darkhold its origin and everything about the movie was amazing."
The movie is very nice,
a chaotic head trip with little suspense,a mix bag of horror and CGA galore that didn't excel at either
Wandas emotional crisis,What a stupid plot/story. I wouldn't call this a doctor strange movie at all. The special effects are disney tv show level. What a waste of a title. Probably the worst MCU movie made so far.
"Weird, unusual, unique, and messy",
so much action and great 3D,"I loved it, there is a lot of action, well made, great visuals, great 3D, very interesting and complex, so many super powers - you just got to love it, if you're a super-hero fan!"
Great CGI lousy movie,"I was expecting more, it's nowhere near as good as the last movie as it lacks the suspense, the character development and the storyline of the original. Even the acting was below par and the movie jumps all over the place with little explanation and with some juvenille parts that felt at odds with the rest.

Visually the CGI was stunning, full of interest and detail however it couldn't rescue the movie which was confusing, boring at times and therefore too long. With such a big budget it's disappointing that the result was so mediocre."
Decent. But that's it.,
Waste of time - don't watch it,"Why do these super hero movies get cornier and worse? The director , the script ?? I'm so glad I didn't pay for it- caught it on Disney. Total rubbish in my opinion."
